Category,Main Category,Sub Category,Product Name,Price,Quantity,Rating,Image URL,Available
dairy bread eggs > milk,dairy bread eggs,milk,Amul Moti - Homogenised Toned Milk (Pouch 90 Days Shelf life),?32,1 pack (450 ml),"4.5
(98.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/0b462c8d-e38c-4b49-aab1-d8f57b8fb89c.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Gokul Taaza Toned Fresh Milk | Pouch,?56,1 pack (1 L),"5
(22.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-606-945,pr-true,f-auto,q-40,dpr-2/cms/product_variant/bcbc5542-7194-4e99-88d0-7afe0ddef188.png",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Mother Dairy Full Cream Fresh Milk | Pouch,?35,1 pack (500 ml),"4.7
(174.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/22462d98-c262-4fad-aff6-f0e9a0dd23ce.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Nestle EveryDay Dairy Whitener,?129,1 pack (200 g),"4.9
(5.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/32f99f7d-ac33-4455-b611-08f505818067.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Amul Slim Trim Skimmed Milk (Tetra Pack),?82,1 pack (1 L),"4.9
(10.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e42279d3-0d9c-44fb-a686-9895dc9c6bdf.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Humpy A2 Cow Fresh Milk | Pouch,"?43
?46",1 pack (500 ml),"4.5
(24.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-997-997,pr-true,f-auto,q-40,dpr-2/cms/product_variant/6f1cf679-1eb0-4461-96a1-27fabb6218e4.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Pride of Cows Farm Fresh Milk | Bottle,?85,1 pc (500 ml),"4.4
(2.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1125-1125,pr-true,f-auto,q-40,dpr-2/cms/product_variant/c06c8a10-5cd2-4796-a8ec-9ba4a7f4ece1.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Amul Gold Homogenised Standardised Milk (Tetra Pack),?80,1 pack (1 L),"4.8
(32.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/dbeabd64-f310-49c8-9032-e25fc098ea86.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Amul Lactose Free Milk (Tetra Pack),?25,1 pack (250 ml),"4.8
(26.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/bb9facdf-f5ad-45e6-90bb-3568b9791d88.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Nestle A+ Slim Milk (Tetra Pack),?97,1 pack (1 L),"4.5
(691)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/d0f7cb91-9302-47ea-a096-4412feb97092.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Nestle EveryDay Dairy Whitener,?255,1 pack (400 g),"4.8
(2.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/a1ad20ca-6859-4c0f-9955-521982e686bc.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Nandini Goodlife Gold UHT Milk (Tetra Pack),?78,1 pack (1 L),"4.7
(1.7k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1021-1021,pr-true,f-auto,q-40,dpr-2/cms/product_variant/34868e7b-153d-4828-91e8-e33e0435205a.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Nandini Goodlife Toned Milk UHT (Tetra Pack Brick),?72,1 pack (1 L),"4.8
(27.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/935ea53e-1c67-4e00-8515-6ac65249c777.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Humpy Farms A2 UHT Cow Milk (Pouch),"?51
?55",1 pack (450 ml),"4.9
(4.7k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/9b942659-4420-49a5-9f37-4e41e47e395f.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Nestle a+ Toned Milk,?108,1 pack (1 L),"4.5
(536)","https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f2fdfc46-37f6-4a86-8bd7-4810a4aeb4bb.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Go Daily Double Tonned Milk Tetra Pack,"?65
?75",1 pc (1 L),"4.8
(100)","https://cdn.zeptonow.com/production/tr:w-403,ar-900-900,pr-true,f-auto,q-40,dpr-2/cms/product_variant/43be4f98-e8c9-46e4-8e1f-45b27041ce70.jpg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Amul Taaza Toned Fresh Milk (Pouch) Combo,?87,3 x 500 ml,"4.4
(941)","https://cdn.zeptonow.com/production/tr:w-403,ar-2352-2352,pr-true,f-auto,q-40,dpr-2/cms/product_variant/7757bf89-8f15-4f10-9b00-10e1be5d0712.jpg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Amul Taaza Homogenised Toned Milk (Tetra Pack) Combo,?32,2 x 200 ml,"4.7
(215)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/51ee476a-acd7-4626-92c5-8af024b42cf0.jpeg",Yes
dairy bread eggs > milk,dairy bread eggs,milk,Amul Taaza Homogenised Toned Milk (Tetra Pack) Combo,"?48
?49.5",3 x 200 ml,"4.2
(504)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/bc31da11-0813-419a-b774-0c738d023d1c.jpg",Yes
dairy bread eggs > breads buns,dairy bread eggs,breads buns,Britannia Vitarich Sandwich Premium White Bread,"?36
?40",1 pack (350 g),"4.5
(70.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/45d38adb-d0b0-4d8d-bd47-be99c41b843e.jpeg",Yes
dairy bread eggs > breads buns,dairy bread eggs,breads buns,Modern Sandwich Supreme White Bread,"?35
?40",1 pack (400 g),"4.8
(99.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e7cc4b4d-2371-4316-8b60-b66054215754.jpeg",Yes
dairy bread eggs > breads buns,dairy bread eggs,breads buns,"Modern 100% Whole Wheat Bread (Zero Maida, No trans fat)","?48
?55",1 pack (400 g),"4.6
(153.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/d54c8d9d-5cb6-4af2-b773-4fc4024851ce.jpeg",Yes
dairy bread eggs > breads buns,dairy bread eggs,breads buns,Britannia Fruit Bun,?9,1 pack (70 g),"4.9
(44.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/2e21e3a5-eed5-403f-a3a9-eb5eec883896.jpeg",Yes
dairy bread eggs > breads buns,dairy bread eggs,breads buns,English Oven Sandwich White Bread,"?32
?40",1 pack (400 g),"4.5
(42.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/db78968c-e19c-405d-a7d6-0a416c023074.jpeg",Yes
dairy bread eggs > breads buns,dairy bread eggs,breads buns,Modern Cremtreat Vanilla Cream Bun,?9,1 pc (50 g),"4.6
(78.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-909-949,pr-true,f-auto,q-40,dpr-2/cms/product_variant/6b942814-1c6d-4464-8d47-e4752bd8c594.jpg",Yes
dairy bread eggs > breads buns,dairy bread eggs,breads buns,Britannia 100% Whole Wheat Bread (No Maida),"?49
?55",1 pack (400 g),"4.9
(48.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/ca8307bf-565f-4d0a-a87c-ecef667c565e.jpeg",Yes
dairy bread eggs > breads buns,dairy bread eggs,breads buns,Britannia Pav,?24,1 pack (250 g),"4.2
(14.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/8d11c9b6-060a-4554-944d-64560482e8c0.jpeg",Yes
dairy bread eggs > breads buns,dairy bread eggs,breads buns,"The Health Factory Zero Maida Whole Wheat Bread | Clean Label, Not Brown","?58
?65",1 pack (350 g),"4.8
(85.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/9ec3963a-b8f7-437d-b1b2-a3e04fe2f62c.jpeg",Yes
dairy bread eggs > breads buns,dairy bread eggs,breads buns,Modern Wow Pav,"?28
?30",1 pack (280 g),"4.4
(18.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/6fce2ede-a2ae-4317-b6d3-b1ef04c69fb9.jpeg",Yes
dairy bread eggs > breads buns,dairy bread eggs,breads buns,Modern- Brown Bread (No trans Fat ),"?36
?50",1 pack (400 g),"4.7
(27.7k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/70794b77-a6da-46e2-a800-3ce9e37a842e.jpeg",Yes
dairy bread eggs > breads buns,dairy bread eggs,breads buns,Modern Multigrain Bread - 13 Grains & Seeds (Zero Maida),"?57
?60",1 pack (400 g),"4.6
(24.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/c9c102e5-467a-4eb4-9612-e96c947f99c1.jpeg",Yes
dairy bread eggs > breads buns,dairy bread eggs,breads buns,English Oven Milk Bread,?45,1 pack (400 g),"4.6
(33.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2926-2926,pr-true,f-auto,q-40,dpr-2/cms/product_variant/93db845e-dc43-4639-8ef0-65e17f9b7062.jpeg",Yes
