Category,Main Category,Sub Category,Product Name,Price,Quantity,Rating,Image URL,Available
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Daily Good Idly & Dosa Batter,"?69
?120",1 pack (1 kg),"4.6
(41.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1600-1592,pr-true,f-auto,q-40,dpr-2/cms/product_variant/efbad9d5-e79b-484a-9c19-4654343f2c96.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,iD Fresh Tomato Chutney,?52,1 pack (120 g),"4.7
(5.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-450-450,pr-true,f-auto,q-40,dpr-2/cms/product_variant/0fff3b05-084f-447c-bfea-6237c07728c3.jpg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,iD Fresh Ragi Millet Idly & Dosa Batter,"?62
?65",1 pack (500 g),"4.6
(2.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/08dd3305-9403-4825-9aaf-9158889713f7.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,iD Fresh Protein-Rich Idly & Dosa Batter,"?70
?90",1 pack (500 g),"4.3
(2.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-4500-4500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/65b5b351-6b83-424f-a26a-f54c934c656f.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Khetika Tomato Chutney,"?38
?49",1 pack (120 g),"4.2
(1.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/19b63aae-bad9-4516-add2-9a0e252845f3.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Khetika Ragi Millet Dosa Batter,"?86
?125",1 pack (1 kg),"4.5
(2.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-750-750,pr-true,f-auto,q-40,dpr-2/cms/product_variant/57e92061-84e9-4e5d-9a78-ae0f8e4732ae.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Khetika Moong Chilla Batter,"?73
?125",1 pack (1 kg),"4
(1.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-750-750,pr-true,f-auto,q-40,dpr-2/cms/product_variant/3cf4d7a8-3d7f-41f7-8904-953d3c3bf871.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,iD Fresh Peanut Chutney,?52,1 pack (120 g),"4.6
(6.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-450-450,pr-true,f-auto,q-40,dpr-2/cms/product_variant/a21b0101-31c2-4325-8aaa-67670344d9bd.jpg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,iD Fresh Liquid Sambar (Heat & Eat),"?98
?100",1 pack (350 g),"4.3
(2.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1080-1080,pr-true,f-auto,q-40,dpr-2/cms/product_variant/84f5efb6-55a9-4129-9ce1-43947a4288f4.jpg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Ammamma's Coconut Chana Chutney,?44,1 pack (100 g),"4
(1.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/3e363974-726b-44a7-8fb0-50b40dde90ea.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,iD Fresh Coriander Chutney,?52,1 pack (120 g),"4.8
(2.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-450-450,pr-true,f-auto,q-40,dpr-2/cms/product_variant/3739cf00-bae2-4cc0-a99a-78a68af234c1.jpg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Daily Good Idly And Dosa Batter,"?46
?65",1 pack (500 g),"4.7
(7.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2250-2250,pr-true,f-auto,q-40,dpr-2/cms/product_variant/0d914c97-b2c1-44b4-89ad-5381a140d3df.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Rishta Multi Grain Idli Dosa Batter,"?134
?168",1 pack (800 g),"4.4
(1.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/c85f7e06-5acf-4a37-a130-e227bda7e4eb.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Yours Freshly Ragi Dosa & Idli Batter (0% Rice),"?86
?110",1 pack (1 kg),"4.6
(1.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1080-1080,pr-true,f-auto,q-40,dpr-2/cms/product_variant/3560e60f-3a2f-4c9c-b875-15c0692a2fbe.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Khetika Fresh Idli Dosa Batter,"?49
?59",1 pack (500 gm),"4.5
(2.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/ca3a0fab-6ba1-49f5-8b49-5382af1d763d.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Yours Freshly Millets Dosa and Idli Batter (0% Rice),"?49
?65",1 pack (500 g),"4
(1.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1080-1080,pr-true,f-auto,q-40,dpr-2/cms/product_variant/da61e496-fd18-4c75-b766-8d8ad4a370db.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Khetika Ragi Millet Dosa Batter,"?61
?79",1 pack (500 g),"4.3
(1.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1024-1024,pr-true,f-auto,q-40,dpr-2/cms/product_variant/8fdcf747-ac6a-4e1d-8b65-a6f1b1510db5.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,iD Fresh Multigrain Idly & Dosa Batter,"?90
?95",1 pack (500 g),"4.9
(2.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/ec4a63da-d305-4f8d-9ea9-3335f54d63cb.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Yours Freshly Dosa & Idli Batter,"?79
?100",1 pack (1 kg),"4.3
(2.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/59fe6615-38cb-45d5-8306-6675db337a90.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Rishta Delicious All Purpose Chutney,"?61
?105",1 pack (200 g),"4.7
(57)","https://cdn.zeptonow.com/production/tr:w-403,ar-3000-3000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/54a0a492-ea5f-42c3-a30d-5e75d75e5e7f.jpg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Yours Freshly Moong Dosa and Idli Batter (0% Rice),"?94
?120",1 pack (1 kg),"3.3
(354)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f2a34c16-ccd6-4119-8f8f-9f9bd574a978.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Yours Freshly Dosa And Idli Batter,"?47
?60",1 pack (500 g),"4.2
(1.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/a6c69b77-171c-427d-b15b-cc2d87a797c1.jpg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,iD Fresh Classic Pancake Batter,"?65
?75",1 pc,"3.8
(150)","https://cdn.zeptonow.com/production/tr:w-403,ar-1001-1001,pr-true,f-auto,q-40,dpr-2/cms/product_variant/5ac75990-afda-4b72-9b8f-f3bfe9ad58c7.jpeg",Yes
dairy bread eggs > batters mixes,dairy bread eggs,batters mixes,Daily Good - Idly And Dosa Batter,"?46
?65",500 g,"4.5
(87)","https://cdn.zeptonow.com/production/tr:w-403,ar-2205-2205,pr-true,f-auto,q-40,dpr-2/cms/product_variant/d117feaa-1a10-4f06-933e-2c3d73a67ac1.png",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Amul Curd Pouch,"?48
?50",1 pack (800 g),"4.7
(125.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-3000-3000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/8ee58598-fd56-4861-8dc9-03dee399b55e.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Amul Masti Dahi Pouch,"?33
?35",1 pack (390 g),"5
(603.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-3000-3000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f06d8762-8c47-4bda-a822-022a4c75da61.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Amul Masti Dahi Pouch,?82,1 pack (1 kg),"4.9
(324.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/75db7c09-d598-4300-aa1a-b35016cf88c5.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Amul Masti Dahi Cup,"?44
?47",1 pc (400 g),"4.7
(51.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/bc8c4071-3379-44b4-b675-7b6ff308e86c.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Amul Masti Dahi Cup,?23,1 pc (200 g),"4.9
(62.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-3000-3000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/a3372e87-53ed-4674-8b09-07646468428c.jpg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Milky Mist Set Curd Tub,"?99
?120",1 pc (1 L),"4.9
(52.7k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1600-1600,pr-true,f-auto,q-40,dpr-2/cms/product_variant/b4827858-6de4-406c-886d-863e41f92013.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Amul Masti Set Curd Tub,"?100
?110",1 pc (1 kg),"4.7
(78.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/ca568776-411d-4f0a-acf7-f0b040f9550d.jpg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Gowardhan Fresh Curd Pouch,"?40
?44",1 pack (500 g),"4.6
(8.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-747-651,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f34f7f80-3dd8-4937-8c34-03d434b7decb.jpg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Mother Dairy Classic Curd Pouch,"?75
?82",1 pack (1 kg),"4.7
(76.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/c7930fa6-01a4-470d-b75d-578eb0334f1e.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Mother Dairy Classic Dahi Cup,?50,1 pc (400 g),"4.7
(23.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1021-1021,pr-true,f-auto,q-40,dpr-2/cms/product_variant/25961188-0f2e-45e6-9c0d-8e1fbcb931d0.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Mother Dairy Classic Curd Pouch,"?33
?35",1 pc (390 g),"4.7
(109.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/87fca9eb-698a-4acc-af4d-89469cf0f570.jpg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Mother Dairy Dahi Ultimate Rich and Delicious Curd Cup,?70,1 pc (400 g),"4.6
(6.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-816-811,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e13c790a-776b-4a42-b19e-5d7b606d90d9.jpg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Gokul Dahi Pouch,?88,1 pack (1 kg),"4.7
(5.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/56991979-e3a2-45fc-a7ca-b55804b87d8c.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Heritage Total Curd Pouch,"?35
?40",1 pack (475 g or 500 g),"4.7
(117.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-4583-4583,pr-true,f-auto,q-40,dpr-2/cms/product_variant/258026e5-7982-4e44-9901-de25073ee45f.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Yakult Probiotic Fermented Milk Drink,"?83
?90",1 pack (5 x 65 ml),"4.9
(21.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1050-1050,pr-true,f-auto,q-40,dpr-2/cms/product_variant/fed6f256-aefe-402a-8309-53ee4affac65.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Mother Dairy Mishti Doi Cup,?20,1 pc (80 g or 70 g),"4.6
(99.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f05477e8-2eb0-42d7-bcf8-b724e69e57c6.jpg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Epigamia Lactose Free Cup Curd,"?95
?100",1 pc (400 g),"5
(1.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f47bcf69-1d21-46d1-a4d1-649ef7fbd3fb.jpg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Gowardhan Rich n Thick Dahi Cup,"?33
?35",1 pc (200 g),"4.7
(4.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-900-900,pr-true,f-auto,q-40,dpr-2/inventory/product/2c827643-7bde-4202-8d7c-f3a3aac8b07a-c5c3e708-3779-4648-ac22-c4a80182118e.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Amul Premium Dahi Cup,?65,1 pc (400 g),"4.6
(3.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/3e2942a4-7d05-4fca-84de-3d5731a9b295.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Amul High Protein Cup Dahi,?70,1 pc (400 g),"4.5
(5.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-3000-3000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/206cec1f-1f51-47a5-8b08-f2344388f0e9.jpg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Country Delight | Ghar Jaisa Dahi Cup,"?66
?80",1 pc (400 g),"4.6
(5.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/f7581c4c-b956-416f-bde0-9d00d21642f3.png",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,iD Fresh Curd Pouch,"?41
?50",1 pack (400 g),"4.5
(10.9k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/eb75fb85-9f6c-406c-b1fc-371ffae796b0.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Desi farms Low Fat Dahi Pouch,"?32
?40",1 pack (400 g),"4.5
(2.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2000-2000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/67ce053e-358e-46b9-ade1-ee3809b8fb9b.jpg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Mother Dairy Mishti Doi Cup,"?70
?75",1 pc (400 g),"4.7
(40.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1201-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/de5d3c17-c6eb-450a-9301-7161b5bd6972.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Milky Mist Plain Curd Cup,"?60
?65",1 pc (400 g),"4.8
(10.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1600-1600,pr-true,f-auto,q-40,dpr-2/cms/product_variant/1e403e3a-edaf-4e6e-a791-fd7c6f27b3a9.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Yakult Light Probiotic Fermented Milk Drink,"?93
?100",1 pack (5 x 65 ml),"4.7
(6.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1050-1050,pr-true,f-auto,q-40,dpr-2/cms/product_variant/0eeb675d-7b49-4242-92b5-028bc687ab4a.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,iD Fresh Curd Cup,?85,1 pc (400 g),"4.6
(2.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/a25505a4-5fde-42ea-b955-334a0f4d560e.jpg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Milky Mist Curd Pouch,"?39
?42",1 pack (400 g),"4.7
(56.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-3000-2000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/db79a256-b5ca-424a-8cdc-e13626ffb11c.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Milky Mist Plain Curd Cup,"?30
?33",1 pc (200 g),"4.6
(9.7k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1600-1600,pr-true,f-auto,q-40,dpr-2/cms/product_variant/dc76c736-a84a-472c-8c64-1c96071b8d51.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Pride Of Cows Curd Cup,"?88
?95",1 pc (320 g),"4.9
(2.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1125-1125,pr-true,f-auto,q-40,dpr-2/cms/product_variant/c8ae06ff-53c7-4c40-8f97-49c4a01f7c95.jpeg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Yakult Mango,?99,1 pack (5 x 65 ml),"4.7
(2.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-710-400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e5de05a0-d811-43af-932c-034636d55e08.jpg",Yes
dairy bread eggs > curd probiotic drink,dairy bread eggs,curd probiotic drink,Milky Mist Probiotic Curd Cup,"?60
?65",1 pack (400 g),"4.8
(5.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1600-1600,pr-true,f-auto,q-40,dpr-2/cms/product_variant/9066c6a1-6819-4b35-b17a-faa821ea0cbd.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Amul Salted Butter,?57,1 pack (100 g),"4.9
(688.7k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e15c0b10-0367-4675-a5ab-6da2abf9bee1.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Amul Garlic & Herbs Buttery Spread,"?62
?66",1 pack (100 g),"5
(39.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/d2ba7227-a1c2-4881-b613-dac4c8501e8e.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Amul Salted Butter,"?281
?285",1 pack (500 g),"4.8
(121.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/229b297f-d894-457d-9c8b-34aa86df6b88.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Amul Salted Butter (Chiplets),"?65
?70",1 pack (10 x 10 g),"4.8
(82.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/bc145179-e4da-45db-a10c-7c19dff04176.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Amul Salted Butter,?118,1 pack (200 g),"4.8
(82.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/a9d3d8d2-ffe9-48d9-90dd-c76defed76dd.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Delicious Fat Spread - Cholesterol Free,?21,1 pack (100 g),"4.8
(70.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/9a6ce510-2ce2-4760-bf45-3f09629d2471.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Delicious Fat Spread - Cholesterol Free,"?97
?105",1 pack (500 g),"4.7
(34.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/a7da26d1-33d9-4d69-8c41-7d614bf57ac9.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Amul Safed Makkhan,"?58
?61",1 pack (100 g),"4.9
(6.3k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/b9b5e430-c1d5-4c73-b993-d5e88b1f87d6.jpg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Amul Unsalted Cooking Butter,"?57
?61",1 pack (100 g),"4.8
(19.5k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/238198ac-e000-47e7-a0e4-3b0c3b98cb34.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Mother Dairy Pasteurized Butter,"?265
?285",1 pack (500 g),"4.7
(2.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/fe79ae1d-556c-425a-bff4-516dcaad6304.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Milky Mist Cooking Butter Unsalted,"?70
?75",1 pack (100 g),"4.8
(9.6k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1600-1600,pr-true,f-auto,q-40,dpr-2/cms/product_variant/3233a87c-f6dc-4aab-84ec-637d91cbcad9.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Amul Lite Spread,?45,1 pack (100 g),"4.9
(9.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/e9ddd194-81a7-4b0e-8caa-77f2a0192a52.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Amul Unsalted Cooking Butter,"?275
?290",1 pack (500 g),"4.7
(6.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/9803afd6-4c0e-4e79-b255-4937a303d97f.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Nutralite Premium Fat Spread Tub,"?250
?300",1 pack (500 g),"4.8
(1.1k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/9aae231b-4754-457a-8f88-5234187a3188.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Amul Safed Makkhan,?290,1 pack (500 g),"4.7
(2.8k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/5d82c0bc-0dd7-4486-85ab-2cf9921fe858.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Nutralite Doodhshakti Probiotic Butter Spread,"?245
?290",1 pack (500 g),"4.9
(2.0k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/b107bab8-8ece-4400-a26f-2d8824b461ca.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Heritage Table Butter,"?56
?60",1 pack (100 g),"4.8
(1.2k)","https://cdn.zeptonow.com/production/tr:w-403,ar-3508-3508,pr-true,f-auto,q-40,dpr-2/cms/product_variant/c7773daa-1eca-445e-abb8-691c507721d1.jpg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Nutralite Doodhshakti Probiotic Butter Spread,"?56
?60",1 pack (100 g),"4.7
(5.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-2400-2400,pr-true,f-auto,q-40,dpr-2/cms/product_variant/5bb27104-792d-4750-8661-8a7fb8791559.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Milky Mist Cooking Butter Unsalted,?340,1 pack (500 g),"5
(1.4k)","https://cdn.zeptonow.com/production/tr:w-403,ar-1600-1600,pr-true,f-auto,q-40,dpr-2/cms/product_variant/5acce062-beb2-4aa3-a8bc-d07b6752ee58.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Heritage Table Butter,"?280
?295",1 pack (500 g),"4.8
(106)","https://cdn.zeptonow.com/production/tr:w-403,ar-2500-2500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/5fb5d450-2f01-480a-9c5e-2733b1767af6.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Nutralite Yummy Spread | Low Cholesterol,"?110
?145",1 pack (500 g),"4.7
(33)","https://cdn.zeptonow.com/production/tr:w-403,ar-4500-4500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/0cba7627-c6b1-4108-8845-78025b94999c.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Heritage Cooking Butter,"?265
?300",1 pack (500 g),"4.7
(246)","https://cdn.zeptonow.com/production/tr:w-403,ar-1200-1200,pr-true,f-auto,q-40,dpr-2/cms/product_variant/5fdc3fdc-b3b4-47da-8dab-d28e59df1f30.jpg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Lurpak Butter Salted,"?732
?770",1 pack (200 g),"4.6
(864)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/61a8f236-09a7-4860-a7a8-8566cad0bbae.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Lurpak Butter Unsalted,"?732
?770",1 pc (200 g),"4.4
(884)","https://cdn.zeptonow.com/production/tr:w-403,ar-1000-1000,pr-true,f-auto,q-40,dpr-2/cms/product_variant/eaf48657-c7e8-410d-b2f0-66ffb413af04.jpeg",Yes
dairy bread eggs > butter,dairy bread eggs,butter,Amul Salted Butter (Chiplets) Combo,"?130
?140",100 g X 2,"4.5
(704)","https://cdn.zeptonow.com/production/tr:w-403,ar-1500-1500,pr-true,f-auto,q-40,dpr-2/cms/product_variant/7c8bf3ff-c930-4c88-84be-f765df5addd3.jpeg",Yes
